Category,Category (copy),City,Country,Customer ID,Customer Name,Order Date,Order ID,Postal Code,Product ID,Product Name,Region,Row ID,Segment,Segment (Blues),Ship Date,Ship Mode,State,Sub-Category,Year,Bottom Half,Discount,Number of Records,Outer Venn Position,Overlapping Customers,Overlapping Position,Profit,Profit Ratio,Quantity,Sales
Office Supplies,Office Supplies,Columbus,United States,TC-21535,Tracy Collins,26-12-2018,CA-2018-112487,43229,OFF-BI-10000494,Acco Economy Flexible Poly Round Ring Binder,East,3786,Home Office,Home Office,30-12-2018,Standard Class,Ohio,Binders,2018,1,0.7,1,1,1,0.5,-2.61,-83%,2,3.132
Office Supplies,Office Supplies,Los Angeles,United States,JD-15895,Jonathan Doherty,31-10-2017,CA-2017-144218,90045,OFF-ST-10002615,"Dual Level, Single-Width Filing Carts",West,3787,Corporate,Corporate,4/11/2017,Standard Class,California,Storage,2017,1,0,1,0,1,0,282.2092,26%,7,"1,085.42"
Office Supplies,Office Supplies,Houston,United States,IL-15100,Ivan Liston,4/9/2017,CA-2017-169971,77041,OFF-AR-10002804,Faber Castell Col-Erase Pencils,Central,3788,Consumer,Consumer,9/9/2017,Standard Class,Texas,Art,2017,1,0.2,1,0,1,0,1.0269,26%,1,3.912
Office Supplies,Office Supplies,Houston,United States,IL-15100,Ivan Liston,4/9/2017,CA-2017-169971,77041,OFF-AR-10001044,"BOSTON Ranger #55 Pencil Sharpener, Black",Central,3789,Consumer,Consumer,9/9/2017,Standard Class,Texas,Art,2017,1,0.2,1,0,1,0,7.0173,11%,3,62.376
Office Supplies,Office Supplies,Omaha,United States,SW-20350,Sean Wendt,17-04-2017,US-2017-133508,68104,OFF-FA-10000134,"Advantus Push Pins, Aluminum Head",Central,3790,Home Office,Home Office,21-04-2017,Standard Class,Nebraska,Fasteners,2017,1,0,1,0,0,0,9.0055,31%,5,29.05
Office Supplies,Office Supplies,Los Angeles,United States,DP-13390,Dennis Pardue,5/7/2015,CA-2015-107139,90004,OFF-BI-10001670,Vinyl Sectional Post Binders,West,3791,Home Office,Home Office,11/7/2015,Standard Class,California,Binders,2015,1,0.2,1,0,1,0,67.86,38%,6,180.96
Office Supplies,Office Supplies,Altoona,United States,BT-11395,Bill Tyler,27-02-2016,CA-2016-111325,16602,OFF-BI-10000343,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",East,3792,Corporate,Corporate,28-02-2016,First Class,Pennsylvania,Binders,2016,1,0.7,1,1,1,0.5,-3.3879,-77%,3,4.419
Office Supplies,Office Supplies,Altoona,United States,BT-11395,Bill Tyler,27-02-2016,CA-2016-111325,16602,OFF-AR-10002257,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",East,3793,Corporate,Corporate,28-02-2016,First Class,Pennsylvania,Art,2016,1,0.2,1,1,1,0.5,2.2044,14%,6,16.032
Office Supplies,Office Supplies,New York City,United States,JE-15475,Jeremy Ellison,27-11-2016,CA-2016-163762,10024,OFF-AR-10001915,Peel-Off China Markers,East,3794,Consumer,Consumer,1/12/2016,Standard Class,New York,Art,2016,1,0,1,1,1,0.5,12.5118,42%,3,29.79
Office Supplies,Office Supplies,San Diego,United States,EJ-13720,Ed Jacobs,27-01-2015,US-2015-117163,92037,OFF-ST-10003692,Recycled Steel Personal File for Hanging File Folders,West,3795,Consumer,Consumer,2/2/2015,Standard Class,California,Storage,2015,1,0,1,0,1,0,14.3075,25%,1,57.23
Furniture,Furniture,San Diego,United States,EJ-13720,Ed Jacobs,27-01-2015,US-2015-117163,92037,FUR-TA-10003469,Balt Split Level Computer Training Table,West,3796,Consumer,Consumer,2/2/2015,Standard Class,California,Tables,2015,1,0.2,1,0,1,0,-16.65,-5%,3,333
Office Supplies,Office Supplies,San Diego,United States,EJ-13720,Ed Jacobs,27-01-2015,US-2015-117163,92037,OFF-AR-10003179,Dixon Ticonderoga Core-Lock Colored Pencils,West,3797,Consumer,Consumer,2/2/2015,Standard Class,California,Art,2015,1,0,1,0,1,0,12.0252,33%,4,36.44
Office Supplies,Office Supplies,Miami,United States,BE-11410,Bobby Elias,23-09-2018,CA-2018-121314,33178,OFF-PA-10003395,Xerox 1941,South,3798,Consumer,Consumer,26-09-2018,First Class,Florida,Paper,2018,1,0.2,1,0,1,0,88.074,35%,3,251.64
Furniture,Furniture,Greensboro,United States,KL-16555,Kelly Lampkin,4/11/2018,CA-2018-147760,27405,FUR-TA-10004575,Hon 5100 Series Wood Tables,South,3799,Corporate,Corporate,5/11/2018,First Class,North Carolina,Tables,2018,1,0.4,1,0,1,0,-192.0468,-37%,3,523.764
Technology,Technology,Greensboro,United States,KL-16555,Kelly Lampkin,4/11/2018,CA-2018-147760,27405,TEC-PH-10002483,Motorola Moto X,South,3800,Corporate,Corporate,5/11/2018,First Class,North Carolina,Phones,2018,1,0.2,1,0,1,0,118.9965,9%,5,"1,359.96"
Furniture,Furniture,Jacksonville,United States,NC-18415,Nathan Cano,14-10-2017,CA-2017-156503,28540,FUR-CH-10003606,SAFCO Folding Chair Trolley,South,3801,Consumer,Consumer,20-10-2017,Standard Class,North Carolina,Chairs,2017,1,0.2,1,0,1,0,10.2592,10%,1,102.592
Technology,Technology,Jacksonville,United States,NC-18415,Nathan Cano,14-10-2017,CA-2017-156503,28540,TEC-AC-10002473,Maxell 4.7GB DVD-R,South,3802,Consumer,Consumer,20-10-2017,Standard Class,North Carolina,Accessories,2017,1,0.2,1,0,1,0,5.9598,26%,1,22.704
Office Supplies,Office Supplies,Jacksonville,United States,NC-18415,Nathan Cano,14-10-2017,CA-2017-156503,28540,OFF-PA-10002319,Xerox 1944,South,3803,Consumer,Consumer,20-10-2017,Standard Class,North Carolina,Paper,2017,1,0.2,1,0,1,0,33.7212,36%,3,93.024
Office Supplies,Office Supplies,Jacksonville,United States,NC-18415,Nathan Cano,14-10-2017,CA-2017-156503,28540,OFF-SU-10000946,Staple remover,South,3804,Consumer,Consumer,20-10-2017,Standard Class,North Carolina,Supplies,2017,1,0.2,1,0,1,0,1.4364,11%,2,12.768
Office Supplies,Office Supplies,Jacksonville,United States,NC-18415,Nathan Cano,14-10-2017,CA-2017-156503,28540,OFF-EN-10001335,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",South,3805,Consumer,Consumer,20-10-2017,Standard Class,North Carolina,Envelopes,2017,1,0.2,1,0,1,0,13.128,38%,4,35.008
Office Supplies,Office Supplies,Jacksonville,United States,NC-18415,Nathan Cano,14-10-2017,CA-2017-156503,28540,OFF-PA-10002377,Xerox 1916,South,3806,Consumer,Consumer,20-10-2017,Standard Class,North Carolina,Paper,2017,1,0.2,1,0,1,0,14.682,38%,1,39.152
Office Supplies,Office Supplies,Plantation,United States,AH-10690,Anna Häberlin,12/11/2016,CA-2016-113628,33317,OFF-AR-10001246,Newell 317,South,3807,Corporate,Corporate,19-11-2016,Standard Class,Florida,Art,2016,1,0.2,1,0,1,0,1.323,11%,5,11.76
Office Supplies,Office Supplies,Plantation,United States,AH-10690,Anna Häberlin,12/11/2016,CA-2016-113628,33317,OFF-BI-10003291,Wilson Jones Leather-Like Binders with DublLock Round Rings,South,3808,Corporate,Corporate,19-11-2016,Standard Class,Florida,Binders,2016,1,0.7,1,0,1,0,-4.0158,-77%,2,5.238
Office Supplies,Office Supplies,Plantation,United States,AH-10690,Anna Häberlin,12/11/2016,CA-2016-113628,33317,OFF-BI-10002799,"SlimView Poly Binder, 3/8""",South,3809,Corporate,Corporate,19-11-2016,Standard Class,Florida,Binders,2016,1,0.7,1,0,1,0,-3.7296,-80%,3,4.662
Furniture,Furniture,Plantation,United States,AH-10690,Anna Häberlin,12/11/2016,CA-2016-113628,33317,FUR-CH-10003298,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",South,3810,Corporate,Corporate,19-11-2016,Standard Class,Florida,Chairs,2016,1,0.2,1,0,1,0,-72.039,-14%,5,523.92
Technology,Technology,Plantation,United States,AH-10690,Anna Häberlin,12/11/2016,CA-2016-113628,33317,TEC-PH-10000441,VTech DS6151,South,3811,Corporate,Corporate,19-11-2016,Standard Class,Florida,Phones,2016,1,0.2,1,0,1,0,10.0792,10%,1,100.792
Furniture,Furniture,Plantation,United States,AH-10690,Anna Häberlin,12/11/2016,CA-2016-113628,33317,FUR-CH-10004477,"Global Push Button Manager's Chair, Indigo",South,3812,Corporate,Corporate,19-11-2016,Standard Class,Florida,Chairs,2016,1,0.2,1,0,1,0,16.4403,11%,3,146.136
Office Supplies,Office Supplies,Milwaukee,United States,PK-19075,Pete Kriz,5/3/2018,CA-2018-147753,53209,OFF-LA-10003537,Avery 515,Central,3813,Consumer,Consumer,5/3/2018,Same Day,Wisconsin,Labels,2018,1,0,1,0,1,0,11.7782,47%,2,25.06
Office Supplies,Office Supplies,Quincy,United States,NG-18430,Nathan Gelder,5/11/2016,CA-2016-103961,62301,OFF-LA-10004484,Avery 476,Central,3814,Consumer,Consumer,9/11/2016,Standard Class,Illinois,Labels,2016,1,0.2,1,0,1,0,6.4428,33%,6,19.824
Technology,Technology,Jacksonville,United States,ZD-21925,Zuschuss Donatelli,8/7/2017,CA-2017-152471,32216,TEC-PH-10002824,Jabra SPEAK 410 Multidevice Speakerphone,South,3815,Consumer,Consumer,8/7/2017,Same Day,Florida,Phones,2017,1,0.2,1,0,0,0,51.4975,6%,5,823.96
Office Supplies,Office Supplies,Jacksonville,United States,ZD-21925,Zuschuss Donatelli,8/7/2017,CA-2017-152471,32216,OFF-PA-10004965,Xerox 1921,South,3816,Consumer,Consumer,8/7/2017,Same Day,Florida,Paper,2017,1,0.2,1,0,0,0,4.995,31%,2,15.984
Furniture,Furniture,Mobile,United States,NW-18400,Natalie Webber,15-09-2016,CA-2016-102582,36608,FUR-TA-10003569,Bretford CR8500 Series Meeting Room Furniture,South,3817,Consumer,Consumer,19-09-2016,Standard Class,Alabama,Tables,2016,1,0,1,0,1,0,200.49,25%,2,801.96
Technology,Technology,Mobile,United States,NW-18400,Natalie Webber,15-09-2016,CA-2016-102582,36608,TEC-PH-10003187,Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,South,3818,Consumer,Consumer,19-09-2016,Standard Class,Alabama,Phones,2016,1,0,1,0,1,0,0,0%,3,59.97
Furniture,Furniture,Mobile,United States,NW-18400,Natalie Webber,15-09-2016,CA-2016-102582,36608,FUR-CH-10004853,"Global Manager's Adjustable Task Chair, Storm",South,3819,Consumer,Consumer,19-09-2016,Standard Class,Alabama,Chairs,2016,1,0,1,0,1,0,306.4894,29%,7,"1,056.86"
Office Supplies,Office Supplies,New York City,United States,HG-14845,Harry Greene,9/10/2018,CA-2018-141873,10024,OFF-BI-10001031,Pressboard Data Binders by Wilson Jones,East,3820,Consumer,Consumer,14-10-2018,Standard Class,New York,Binders,2018,1,0.2,1,1,0,0.5,4.3254,34%,3,12.816
Furniture,Furniture,New York City,United States,HG-14845,Harry Greene,9/10/2018,CA-2018-141873,10024,FUR-BO-10003034,"O'Sullivan Elevations Bookcase, Cherry Finish",East,3821,Consumer,Consumer,14-10-2018,Standard Class,New York,Bookcases,2018,1,0.2,1,1,0,0.5,-15.7176,-5%,3,314.352
Office Supplies,Office Supplies,New York City,United States,HG-14845,Harry Greene,9/10/2018,CA-2018-141873,10024,OFF-PA-10000069,"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack",East,3822,Consumer,Consumer,14-10-2018,Standard Class,New York,Paper,2018,1,0,1,1,0,0.5,8.9206,47%,2,18.98
Office Supplies,Office Supplies,New York City,United States,HG-14845,Harry Greene,9/10/2018,CA-2018-141873,10024,OFF-BI-10003655,Durable Pressboard Binders,East,3823,Consumer,Consumer,14-10-2018,Standard Class,New York,Binders,2018,1,0.2,1,1,0,0.5,6.156,34%,6,18.24
Office Supplies,Office Supplies,New York City,United States,CC-12685,Craig Carroll,14-09-2016,CA-2016-140984,10011,OFF-ST-10000585,Economy Rollaway Files,East,3824,Consumer,Consumer,18-09-2016,Standard Class,New York,Storage,2016,1,0,1,1,0,0.5,257.712,26%,6,991.2
Technology,Technology,New York City,United States,CC-12685,Craig Carroll,14-09-2016,CA-2016-140984,10011,TEC-CO-10001571,Sharp 1540cs Digital Laser Copier,East,3825,Consumer,Consumer,18-09-2016,Standard Class,New York,Copiers,2016,1,0.2,1,1,0,0.5,329.994,38%,2,879.984
Office Supplies,Office Supplies,New York City,United States,CC-12685,Craig Carroll,14-09-2016,CA-2016-140984,10011,OFF-BI-10002012,Wilson Jones Easy Flow II Sheet Lifters,East,3826,Consumer,Consumer,18-09-2016,Standard Class,New York,Binders,2016,1,0.2,1,1,0,0.5,4.536,35%,9,12.96
Office Supplies,Office Supplies,Dallas,United States,JG-15805,John Grady,7/10/2015,CA-2015-132801,75217,OFF-ST-10001228,"Fellowes Personal Hanging Folder Files, Navy",Central,3827,Corporate,Corporate,12/10/2015,Standard Class,Texas,Storage,2015,1,0.2,1,0,1,0,10.744,10%,10,107.44
Furniture,Furniture,Detroit,United States,RW-19540,Rick Wilson,7/5/2018,CA-2018-141733,48234,FUR-CH-10004086,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,Central,3828,Corporate,Corporate,11/5/2018,Standard Class,Michigan,Chairs,2018,1,0,1,0,0,0,423.0085,29%,5,"1,458.65"
Furniture,Furniture,Detroit,United States,RW-19540,Rick Wilson,7/5/2018,CA-2018-141733,48234,FUR-CH-10002017,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,Central,3829,Corporate,Corporate,11/5/2018,Standard Class,Michigan,Chairs,2018,1,0,1,0,0,0,7.4592,28%,1,26.64
Furniture,Furniture,Detroit,United States,RW-19540,Rick Wilson,7/5/2018,CA-2018-141733,48234,FUR-CH-10000595,Safco Contoured Stacking Chairs,Central,3830,Corporate,Corporate,11/5/2018,Standard Class,Michigan,Chairs,2018,1,0,1,0,0,0,119.2,25%,2,476.8
Office Supplies,Office Supplies,Detroit,United States,RW-19540,Rick Wilson,7/5/2018,CA-2018-141733,48234,OFF-AP-10001563,Belkin Premiere Surge Master II 8-outlet surge protector,Central,3831,Corporate,Corporate,11/5/2018,Standard Class,Michigan,Appliances,2018,1,0.1,1,0,0,0,18.4604,21%,2,87.444
Furniture,Furniture,Dover,United States,LS-17230,Lycoris Saunders,14-11-2016,US-2016-111927,19901,FUR-FU-10004017,"Executive Impressions 13"" Chairman Wall Clock",East,3832,Consumer,Consumer,19-11-2016,Standard Class,Delaware,Furnishings,2016,1,0,1,1,1,0.5,26.649,35%,3,76.14
Office Supplies,Office Supplies,Dover,United States,LS-17230,Lycoris Saunders,14-11-2016,US-2016-111927,19901,OFF-BI-10002571,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",East,3833,Consumer,Consumer,19-11-2016,Standard Class,Delaware,Binders,2016,1,0,1,1,1,0.5,9.3812,47%,2,19.96
Technology,Technology,Columbus,United States,MY-18295,Muhammed Yedwab,24-11-2015,CA-2015-105984,43229,TEC-PH-10000560,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),East,3834,Corporate,Corporate,24-11-2015,Same Day,Ohio,Phones,2015,1,0.4,1,1,1,0.5,-209.994,-20%,5,"1,049.97"
Furniture,Furniture,Columbus,United States,MY-18295,Muhammed Yedwab,24-11-2015,CA-2015-105984,43229,FUR-CH-10000847,Global Executive Mid-Back Manager's Chair,East,3835,Corporate,Corporate,24-11-2015,Same Day,Ohio,Chairs,2015,1,0.3,1,1,1,0.5,-34.9176,-6%,3,611.058
Office Supplies,Office Supplies,Glendale,United States,JM-15655,Jim Mitchum,8/4/2015,CA-2015-100363,85301,OFF-FA-10000611,Binder Clips by OIC,West,3836,Corporate,Corporate,15-04-2015,Standard Class,Arizona,Fasteners,2015,1,0.2,1,0,1,0,0.8288,35%,2,2.368
Office Supplies,Office Supplies,Glendale,United States,JM-15655,Jim Mitchum,8/4/2015,CA-2015-100363,85301,OFF-PA-10004733,Things To Do Today Spiral Book,West,3837,Corporate,Corporate,15-04-2015,Standard Class,Arizona,Paper,2015,1,0.2,1,0,1,0,6.8904,36%,3,19.008
Technology,Technology,North Las Vegas,United States,KM-16720,Kunst Miller,26-07-2015,CA-2015-126760,89031,TEC-PH-10001363,Apple iPhone 5S,West,3838,Consumer,Consumer,2/8/2015,Standard Class,Nevada,Phones,2015,1,0.2,1,0,1,0,113.998,13%,2,911.984
Furniture,Furniture,North Las Vegas,United States,KM-16720,Kunst Miller,26-07-2015,CA-2015-126760,89031,FUR-CH-10003312,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,West,3839,Consumer,Consumer,2/8/2015,Standard Class,Nevada,Chairs,2015,1,0.2,1,0,1,0,-109.5822,-16%,3,674.352
Furniture,Furniture,North Las Vegas,United States,KM-16720,Kunst Miller,26-07-2015,CA-2015-126760,89031,FUR-FU-10004018,Tensor Computer Mounted Lamp,West,3840,Consumer,Consumer,2/8/2015,Standard Class,Nevada,Furnishings,2015,1,0,1,0,1,0,36.1827,27%,9,134.01
Technology,Technology,North Las Vegas,United States,KM-16720,Kunst Miller,26-07-2015,CA-2015-126760,89031,TEC-AC-10004814,Logitech Illuminated Ultrathin Keyboard with Backlighting,West,3841,Consumer,Consumer,2/8/2015,Standard Class,Nevada,Accessories,2015,1,0,1,0,1,0,70.0977,41%,3,170.97
Furniture,Furniture,Bristol,United States,KE-16420,Katrina Edelman,8/6/2015,US-2015-109162,37620,FUR-CH-10002647,"Situations Contoured Folding Chairs, 4/Set",South,3842,Corporate,Corporate,12/6/2015,Standard Class,Tennessee,Chairs,2015,1,0.2,1,0,1,0,10.647,6%,3,170.352
Office Supplies,Office Supplies,Los Angeles,United States,TS-21370,Todd Sumrall,28-10-2015,CA-2015-101931,90049,OFF-BI-10004140,Avery Non-Stick Binders,West,3843,Corporate,Corporate,31-10-2015,First Class,California,Binders,2015,1,0.2,1,0,1,0,2.245,31%,2,7.184
Office Supplies,Office Supplies,Los Angeles,United States,TS-21370,Todd Sumrall,28-10-2015,CA-2015-101931,90049,OFF-SU-10002301,Serrated Blade or Curved Handle Hand Letter Openers,West,3844,Corporate,Corporate,31-10-2015,First Class,California,Supplies,2015,1,0,1,0,1,0,0.0628,1%,2,6.28
Office Supplies,Office Supplies,Los Angeles,United States,TS-21370,Todd Sumrall,28-10-2015,CA-2015-101931,90049,OFF-SU-10000646,Premier Automatic Letter Opener,West,3845,Corporate,Corporate,31-10-2015,First Class,California,Supplies,2015,1,0,1,0,1,0,14.4222,3%,2,480.74
Furniture,Furniture,Los Angeles,United States,TS-21370,Todd Sumrall,28-10-2015,CA-2015-101931,90049,FUR-BO-10001337,O'Sullivan Living Dimensions 2-Shelf Bookcases,West,3846,Corporate,Corporate,31-10-2015,First Class,California,Bookcases,2015,1,0.15,1,0,1,0,-36.294,-6%,6,616.998
Office Supplies,Office Supplies,Los Angeles,United States,TS-21370,Todd Sumrall,28-10-2015,CA-2015-101931,90049,OFF-ST-10003442,Eldon Portable Mobile Manager,West,3847,Corporate,Corporate,31-10-2015,First Class,California,Storage,2015,1,0,1,0,1,0,38.178,27%,5,141.4
Office Supplies,Office Supplies,Canton,United States,SZ-20035,Sam Zeldin,25-11-2018,CA-2018-129000,48187,OFF-ST-10001097,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,Central,3848,Home Office,Home Office,27-11-2018,Second Class,Michigan,Storage,2018,1,0,1,0,1,0,0,0%,3,501.81
Office Supplies,Office Supplies,Fayetteville,United States,JE-15745,Joel Eaton,22-09-2018,CA-2018-161053,72701,OFF-BI-10004318,Ibico EB-19 Dual Function Manual Binding System,South,3849,Consumer,Consumer,23-09-2018,First Class,Arkansas,Binders,2018,1,0,1,0,1,0,318.3016,46%,4,691.96
Technology,Technology,Fayetteville,United States,JE-15745,Joel Eaton,22-09-2018,CA-2018-161053,72701,TEC-AC-10004633,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",South,3850,Consumer,Consumer,23-09-2018,First Class,Arkansas,Accessories,2018,1,0,1,0,1,0,15.378,44%,5,34.95
Office Supplies,Office Supplies,Springfield,United States,MS-17980,Michael Stewart,4/12/2016,CA-2016-142377,65807,OFF-PA-10001970,Xerox 1881,Central,3851,Corporate,Corporate,9/12/2016,Standard Class,Missouri,Paper,2016,1,0,1,0,0,0,40.4012,47%,7,85.96
Furniture,Furniture,Quincy,United States,DH-13675,Duane Huffman,21-09-2016,CA-2016-127593,2169,FUR-FU-10004006,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",East,3852,Home Office,Home Office,21-09-2016,Same Day,Massachusetts,Furnishings,2016,1,0,1,1,1,0.5,14.501,17%,2,85.3
Office Supplies,Office Supplies,Rockford,United States,GT-14755,Guy Thornton,26-11-2018,CA-2018-130526,61107,OFF-BI-10001524,GBC Premium Transparent Covers with Diagonal Lined Pattern,Central,3853,Consumer,Consumer,29-11-2018,First Class,Illinois,Binders,2018,1,0.8,1,0,0,0,-53.7088,-160%,8,33.568
Furniture,Furniture,San Francisco,United States,GH-14410,Gary Hansen,6/6/2018,US-2018-131849,94122,FUR-FU-10004164,"Eldon 300 Class Desk Accessories, Black",West,3854,Home Office,Home Office,10/6/2018,Standard Class,California,Furnishings,2018,1,0,1,0,1,0,2.178,44%,1,4.95
Office Supplies,Office Supplies,San Francisco,United States,GH-14410,Gary Hansen,6/6/2018,US-2018-131849,94122,OFF-ST-10002957,Sterilite Show Offs Storage Containers,West,3855,Home Office,Home Office,10/6/2018,Standard Class,California,Storage,2018,1,0,1,0,1,0,0,0%,5,26.4
Office Supplies,Office Supplies,San Antonio,United States,DM-13015,Darrin Martin,23-10-2018,US-2018-105389,78207,OFF-BI-10004364,Storex Dura Pro Binders,Central,3856,Consumer,Consumer,28-10-2018,Second Class,Texas,Binders,2018,1,0.8,1,0,1,0,-6.237,-175%,3,3.564
Technology,Technology,San Antonio,United States,DM-13015,Darrin Martin,23-10-2018,US-2018-105389,78207,TEC-PH-10002824,Jabra SPEAK 410 Multidevice Speakerphone,Central,3857,Consumer,Consumer,28-10-2018,Second Class,Texas,Phones,2018,1,0.2,1,0,1,0,51.4975,6%,5,823.96
Office Supplies,Office Supplies,San Antonio,United States,DM-13015,Darrin Martin,23-10-2018,US-2018-105389,78207,OFF-AR-10000634,Newell 320,Central,3858,Consumer,Consumer,28-10-2018,Second Class,Texas,Art,2018,1,0.2,1,0,1,0,0.8988,9%,3,10.272
Technology,Technology,Thornton,United States,TC-21295,Toby Carlisle,20-12-2015,CA-2015-140816,80229,TEC-AC-10001539,Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology,West,3859,Consumer,Consumer,20-12-2015,Same Day,Colorado,Accessories,2015,1,0.2,1,0,1,0,89.5888,20%,7,447.944
Furniture,Furniture,Chicago,United States,JK-16120,Julie Kriz,17-02-2018,CA-2018-154039,60653,FUR-TA-10001932,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",Central,3860,Home Office,Home Office,22-02-2018,Standard Class,Illinois,Tables,2018,1,0.5,1,0,1,0,-269.3376,-56%,3,480.96
Technology,Technology,Chicago,United States,JK-16120,Julie Kriz,17-02-2018,CA-2018-154039,60653,TEC-PH-10002789,LG Exalt,Central,3861,Home Office,Home Office,22-02-2018,Standard Class,Illinois,Phones,2018,1,0.2,1,0,1,0,10.9193,9%,1,124.792
